eartag,species,date,dpi,barn,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest
296,Caprine,10/4/2022,12,2,,,,,,,,,,,,,,,,,,0,0,0,,
279,Caprine,10/4/2022,12,3,,,,,,,,,,,,,,,,,,0,0,0,,
289,Caprine,10/4/2022,12,3,0.107,4.3,Neg,0.098,3.32,Neg,,,,28.3964,U,27.0465,U,34.5027,U,,,28.3964,27.0465,34.5027,,
292,Caprine,10/4/2022,12,3,,,,,,,,,,,,,,,,,,0,0,0,,
282,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
288,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
297,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
299,Caprine,10/4/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
300,Caprine,10/4/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
301,Caprine,10/4/2022,12,6,0.078,1.14,Neg,0.103,3.87,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
